, Unfiltered Data, Various Window Sizes
0 ,-0.137667 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,
1 ,0.014000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,
2 ,0.110250 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,
3 ,0.104417 ,0.014000 ,0.000000 ,0.000000 ,0.000000 ,
4 ,0.355250 ,0.104417 ,0.000000 ,0.000000 ,0.000000 ,
5 ,0.145250 ,0.110250 ,0.007000 ,0.000000 ,0.000000 ,
6 ,0.051917 ,0.110250 ,0.032958 ,0.000000 ,0.000000 ,
7 ,0.232750 ,0.145250 ,0.078167 ,0.000000 ,0.000000 ,
8 ,34347839453164208128.000000 ,0.232750 ,0.107333 ,0.014000 ,0.000000 ,
9 ,22898558902435053568.000000 ,0.232750 ,0.127750 ,0.051917 ,0.000000 ,
10 ,0.232750 ,0.232750 ,0.189000 ,0.104417 ,0.007000 ,
11 ,0.320250 ,0.320250 ,0.232750 ,0.110250 ,0.032958 ,
12 ,0.334833 ,0.334833 ,0.276500 ,0.145250 ,0.078167 ,
13 ,0.066500 ,0.320250 ,0.276500 ,0.145250 ,0.085458 ,
14 ,0.618479 ,0.320250 ,0.276500 ,0.232750 ,0.107333 ,
15 ,0.020562 ,0.320250 ,0.276500 ,0.232750 ,0.107333 ,
16 ,0.020562 ,0.066500 ,0.276500 ,0.232750 ,0.107333 ,
17 ,0.005979 ,0.020562 ,0.276500 ,0.232750 ,0.107333 ,
18 ,0.029312 ,0.020562 ,0.149625 ,0.232750 ,0.107333 ,
19 ,0.042437 ,0.020562 ,0.054469 ,0.145250 ,0.107333 ,
20 ,0.020562 ,0.020562 ,0.035875 ,0.066500 ,0.107333 ,
21 ,-0.084438 ,0.020562 ,0.024937 ,0.066500 ,0.107333 ,
22 ,-0.101938 ,0.020562 ,0.020562 ,0.042437 ,0.085458 ,
23 ,-0.107771 ,-0.084438 ,0.020562 ,0.029312 ,0.059208 ,
24 ,0.081812 ,-0.084438 ,0.020562 ,0.029312 ,0.059208 ,
25 ,0.003062 ,-0.084438 ,0.013271 ,0.020562 ,0.047177 ,
26 ,-0.769854 ,-0.101938 ,0.004521 ,0.020562 ,0.035875 ,
27 ,0.011812 ,0.003062 ,0.007437 ,0.020562 ,0.024937 ,
28 ,0.011812 ,0.011812 ,0.007437 ,0.011812 ,0.020562 ,
29 ,0.070146 ,0.011812 ,0.007437 ,0.011812 ,0.020562 ,
30 ,0.029312 ,0.011812 ,0.007437 ,0.011812 ,0.020562 ,
31 ,-0.031938 ,0.011812 ,0.007437 ,0.011812 ,0.020562 ,
32 ,-0.046521 ,0.011812 ,0.007437 ,0.011812 ,0.016187 ,
33 ,0.020562 ,0.020562 ,0.011812 ,0.011812 ,0.016187 ,
34 ,-0.031938 ,-0.031938 ,0.007437 ,0.003062 ,0.011812 ,
35 ,-0.099021 ,-0.031938 ,-0.010063 ,-0.031938 ,0.008896 ,
36 ,0.090562 ,-0.031938 ,0.011812 ,0.003062 ,0.008896 ,
37 ,0.051187 ,0.020562 ,0.016187 ,0.011812 ,0.011812 ,
38 ,-0.017354 ,-0.017354 ,0.001604 ,0.011812 ,0.007437 ,
39 ,-0.171937 ,-0.017354 ,-0.024646 ,0.003062 ,-0.007146 ,
40 ,0.289625 ,0.051187 ,-0.024646 ,0.011812 ,-0.007146 ,
41 ,0.294000 ,0.051187 ,0.001604 ,0.011812 ,0.007437 ,
42 ,0.136500 ,0.136500 ,0.035875 ,0.020562 ,0.011812 ,
43 ,0.154000 ,0.154000 ,0.070875 ,0.029312 ,0.016187 ,
44 ,0.072333 ,0.154000 ,0.081448 ,0.029312 ,0.016187 ,
45 ,0.040250 ,0.136500 ,0.081448 ,0.040250 ,0.024937 ,
46 ,0.079625 ,0.079625 ,0.075979 ,0.051187 ,0.034781 ,
47 ,0.101500 ,0.079625 ,0.090563 ,0.072333 ,0.045719 ,
48 ,-0.441000 ,0.072333 ,0.090563 ,0.072333 ,0.045719 ,
49 ,-0.388500 ,0.040250 ,0.090563 ,0.072333 ,0.034781 ,
50 ,-0.110688 ,-0.110688 ,0.075979 ,0.072333 ,0.030406 ,
51 ,-0.093188 ,-0.110688 ,0.056292 ,0.051187 ,0.030406 ,
52 ,0.169313 ,-0.110688 ,0.056292 ,0.072333 ,0.045719 ,
53 ,0.033687 ,-0.093188 ,0.036969 ,0.072333 ,0.045719 ,
54 ,0.014729 ,0.014729 ,0.024208 ,0.072333 ,0.045719 ,
55 ,-0.136937 ,0.014729 ,-0.039229 ,0.040250 ,0.045719 ,
56 ,-0.150063 ,0.014729 ,-0.101938 ,0.033687 ,0.036969 ,
57 ,-0.099021 ,-0.099021 ,-0.104854 ,0.014729 ,0.024208 ,
58 ,-0.110688 ,-0.110688 ,-0.104854 ,-0.093188 ,0.024208 ,
59 ,-0.128188 ,-0.128188 ,-0.104854 ,-0.099021 ,0.024208 ,
60 ,-0.096104 ,-0.110688 ,-0.097563 ,-0.099021 ,-0.039229 ,
61 ,-259.854492 ,-0.110688 ,-0.104854 ,-0.110688 ,-0.094646 ,
62 ,-4.975693 ,-0.128188 ,-0.119438 ,-0.110688 ,-0.097563 ,
63 ,-14.061110 ,-4.975693 ,-0.132563 ,-0.110688 ,-0.104854 ,
64 ,2.225563 ,-4.975693 ,-0.132563 ,-0.110688 ,-0.104854 ,
65 ,-18.113810 ,-14.061110 ,-0.139125 ,-0.110688 ,-0.110688 ,
66 ,-9.721105 ,-9.721105 ,-2.551940 ,-0.128188 ,-0.119438 ,
67 ,1.901812 ,-9.721105 ,-2.551940 ,-0.128188 ,-0.119438 ,
68 ,6.513062 ,1.901812 ,-2.551940 ,-0.128188 ,-0.110688 ,
69 ,8.344729 ,1.901812 ,-2.535899 ,-0.128188 ,-0.104854 ,
70 ,3.424313 ,3.424313 ,-1.536941 ,-0.110688 ,-0.097563 ,
71 ,-1.138813 ,3.424313 ,0.381499 ,-0.110688 ,-0.104854 ,
72 ,-1.189854 ,3.424313 ,0.381499 ,-0.128188 ,-0.119438 ,
73 ,-1.388188 ,-1.138813 ,0.381499 ,-1.138813 ,-0.132563 ,
74 ,2.807437 ,-1.138813 ,0.381499 ,-1.138813 ,-0.132563 ,
75 ,4.270146 ,-1.138813 ,2.354625 ,-1.138813 ,-0.119438 ,
76 ,-6.498188 ,-1.189854 ,2.354625 ,-1.138813 ,-0.119438 ,
